Gene	Expr0
3830403N18Rik	2.42294
4-Mar	4.57111
4430402I18Rik	3.68027
4432416J03Rik	2.9331
4631422O05Rik	5.73593
4631426E05Rik	3.63814
4632417N05Rik	4.45721
4632433K11Rik	3.62813
4732415M23Rik	4.48494
4732429D16Rik	4.79302
4732435N03Rik	4.57076
4732454E20Rik	2.84598
4831426I19Rik	5.04986
4833409A17Rik	4.88499
4833413O15Rik	2.26833
4833422F24Rik	3.64447
4833423E24Rik	4.40083
4921504I05Rik	4.33165
4921506M07Rik	3.85828
4921507P07Rik	3.60088
4921511C04Rik	4.80878
4921517D21Rik	3.5721
4921517D22Rik	4.60281
4921520G13Rik	3.83287
4921521K07Rik	2.85454
4921522P10Rik	2.79439
4921530L21Rik	3.08834
4921537P18Rik	2.77629
4922502D21Rik	2.39898
4930403C10Rik	3.61038
4930404H21Rik	2.7348
4930404N11Rik	5.71047
4930408O21Rik	4.05465
4930412F15Rik	3.74765
4930425N13Rik	2.74942
4930430A15Rik	2.90551
4930432K09Rik	5.01209
4930432K21Rik	5.34372
4930434E21Rik	4.79279
4930451C15Rik	2.74705
4930451I11Rik	5.24993
4930452B06Rik	5.67776
4930473A06Rik	3.75379
4930481F22Rik	4.12954
4930483J18Rik	4.33094
4930486G11Rik	5.73976
4930503B20Rik	3.18935
4930504O13Rik	3.59392
4930511I11Rik	4.02745
4930511J11Rik	4.85377
4930511M11Rik	3.99595
4930517K23Rik	5.23279
4930519N16Rik	4.04829
4930521A18Rik	2.564
4930522H14Rik	3.30053
4930524B15Rik	3.87864
4930525K10Rik	5.24787
4930526D03Rik	3.18391
4930529M08Rik	4.05627
4930534B04Rik	5.5276
4930538K18Rik	3.57853
4930542N07Rik	2.32769
4930544M13Rik	3.74438
4930550C14Rik	2.8428
4930556L07Rik	4.86742
4930563D23Rik	4.3955
4930578C19Rik	2.5561
4930578I06Rik	3.2985
4930578N16Rik	3.59044
4930579C15Rik	2.46852
4930579J09Rik	5.42647
4930591A17Rik	5.59684
4931406B18Rik	4.79771
4931408A02Rik	5.074
4931428L18Rik	3.65146
4931429I11Rik	2.62048
4931431C16Rik	3.12091
4931432M23Rik	4.66547
4931433A01Rik	3.78958
4931440F15Rik	5.23682
4932409I22Rik	4.59806
4932413O14Rik	3.54408
4932414N04Rik	2.5055
4932431H17Rik	2.69395
4932438H23Rik	4.21607
4932701A20Rik	2.76905
4933400E14Rik	3.7508
4933402J07Rik	4.60342
4933402N03Rik	3.791
4933403G14Rik	5.34558
4933403O03Rik	3.23476
4933404M02Rik	2.84637
4933405O20Rik	4.06729
4933407H18Rik	5.01313
4933407I18Rik	4.01875
4933409K07Rik	4.48193
4933414I15Rik	4.13931
4933417A18Rik	2.87797
4933421I07Rik	4.42447
4933425L06Rik	2.86486
4933427D06Rik	5.38312
4933430I17Rik	2.93273
4933431E20Rik	3.39232
4933436I01Rik	2.5742
4933437K13Rik	4.89812
4933437N03Rik	3.66049
5033413D22Rik	5.46226
5330417C22Rik	3.43349
5330421F07Rik	4.9678
5330438D12Rik	5.3886
5430402E10Rik	2.68229
5430416O09Rik	3.51138
5730442P18Rik	4.1612
5730557B15Rik	3.90509
5730577I03Rik	3.98883
5730596B20Rik	4.40424
5830403L16Rik	3.55173
5830405N20Rik	4.22178
5830406J20Rik	3.42079
5830418K08Rik	5.55646
5830443L24Rik$5830443L24Rik	4.59037
5930403N24Rik	3.14962
5930422O12Rik	2.51451
6030419C18Rik	5.16238
6330403K07Rik	4.77857
6330408A02Rik	4.33088
6330439K17Rik	3.51838
6330500D04Rik	4.5925
6330503C03Rik	4.80653
6330512M04Rik	4.68866
6330545A04Rik	4.61655
6332401O19Rik	4.901
6430502M16Rik	3.5918
6430537H07Rik	4.64899
6430550H21Rik	2.7085
6430553K19Rik	2.53689
6430571L13Rik	3.7857
6430573F11Rik	3.21555
6530401C20Rik	4.53523
6820408C15Rik	4.95476
8030451F13Rik	4.22898
8430415E04Rik	4.87303
9030205A07Rik	3.35178
9030224M15Rik	3.62475
9030605E09Rik	2.72884
9130014G24Rik	2.44498
9130019O22Rik$6430604K15Rik	2.66687
9130019P16Rik	3.43391
9130206N08Rik	3.74428
9130221D24Rik	4.85522
9130409I23Rik	2.35187
9230105E10Rik	3.80097
9230112E08Rik	3.25488
9330128J19Rik	4.97546
9330175E14Rik	4.07251
9330182L06Rik	2.80631
9430022F06Rik	4.11311
9430028L06Rik	3.14406
9430069J07Rik	4.26481
9430070O13Rik	2.45601
9530003J23Rik	2.80351
9530008L14Rik	3.40504
9530056K15Rik	3.33303
9530066K23Rik	4.63096
9530077C05Rik	4.90885
9530096D07Rik	4.29507
9630013D21Rik	2.3972
9630025I21Rik	5.14217
9630041N07Rik	2.68463
9830102E05Rik	2.23562
9830134C10Rik	4.76502
9930023K05Rik	4.76753
9930039A11Rik	5.23635
A030001H23Rik	2.36969
A030009H04Rik	4.83692
A030010K20Rik	2.85184
A130042E20Rik	3.92732
A130090K04Rik	2.96518
A230051G13Rik	5.57798
A230067G21Rik	5.84657
A230069A22Rik	3.21829
A230097K15Rik	5.24383
A2bp1	3.50929
A330021E22Rik	4.02903
A330049M08Rik	4.62834
A330104H05Rik	2.7769
A430010J10Rik	2.46781
A430107O13Rik	4.39887
A430107P09Rik	2.84279
A4gnt	4.48272
A530016L24Rik	4.11547
A530023O14Rik	4.16419
A530050D06Rik	5.73058
A530088I07Rik	4.24079
A630023P12Rik	3.63573
A630077B13Rik	5.63467
A730011L01Rik	4.98452
A730017C20Rik	3.53967
A730037C10Rik	5.33264
A830006F12Rik	2.96055
A830018L16Rik	3.51749
A830036E02Rik	3.64258
A830039N20Rik	3.27756
A830059I20Rik	5.07542
A930001M12Rik	4.45974
A930002I21Rik	3.3088
A930017N06Rik	3.74409
A930018P22Rik	3.64956
A930038C07Rik	4.71571
AA388235	5.28901
AA415398	4.38946
AA536749	4.60025
AA986860	3.0379
AB124611	3.68904
AI427515	4.38141
AI451617$AI451617	3.3212
AI586015	2.75501
AI747448	2.256
AI747448$AI747448	2.44473
AI842396	5.11099
AU015228	3.4882
AU017455	4.51323
AU018829	5.75338
AU021034	4.38624
AU042651	3.76504
AV249152	3.85217
AW049604	5.35326
AW124722	5.48061
AW125753	5.08674
AW146299	4.69941
AY026312	3.88976
AY702102	2.50054
AY702103	3.86457
Aadac	3.86592
Aatk	5.42485
Abca14	2.44649
Abca16	2.52562
Abca4	4.29877
Abca6	3.06051
Abca8a	3.301
Abca8b	3.80374
Abcc12	3.52716
Abcc3	4.35974
Abcc6	3.30102
Abcc8	4.47083
Abcc9	4.16309
Abcg3	4.30676
Abcg5	3.25224
Abhd2	5.29384
Abhd3	4.57149
Abhd7	3.78667
Abhd9	4.99402
Abi3bp	2.47995
Ablim3	3.35208
Abpd	2.78022
Accn1	4.26611
Ace2	3.82542
Ache	3.80199
Acot5	2.81682
Acot6	4.71932
Acox2	4.38706
Acoxl	4.94644
Acpl2	5.3356
Acr	5.00659
Acrv1	3.51122
Acsbg2	4.8111
Acsl6	4.85777
Acsm1	3.83235
Acsm3	4.1127
Acss1	3.82327
Acta2	3.19437
Actc1	4.41151
Actl6b	3.39451
Actl7a	4.77245
Actrt1	4.43421
Actrt2	3.19784
Acvr1c	3.68187
Adad1	2.92567
Adam18	3.32568
Adam1a	4.94713
Adam1b	4.01753
Adam2	3.07867
Adam24	3.08746
Adam25	2.18216
Adam28	3.74814
Adam3	3.1789
Adam33	5.02062
Adam34	2.6058
Adam5	2.32571
Adam7	3.98529
Adamts12	3.51867
Adamts2	5.43129
Adamts20	2.63756
Adamts3	3.00216
Adamts4	5.09455
Adamts6	2.89851
Adamts7	5.05272
Adamts8	5.72262
Adamtsl5	5.53127
Adat1	5.66679
Adck2	5.23352
Adcy1	4.54644
Adcy4	4.73019
Adcy5$Adcy5	3.91512
Adcy9	5.17493
Adcyap1	3.5411
Add2	4.90585
Adh1	4.8863
Adh4	4.30173
Adh6a	3.63115
Adhfe1	4.16512
Adora3	4.38129
Adra1a	4.16291
Adra1b	4.83245
Adra2a$Adra2a	4.07466
Adra2b	4.42018
Adrb1	3.02812
Adrb2	4.8193
Adrbk2	4.22837
Afap1l1	4.59399
Afp	3.79841
Agbl3	3.32815
Ager	5.17783
Agmat	5.19978
Agr3	2.71054
Agt	5.3877
Agtr1b	3.61534
Agtr2	2.46486
Agxt	5.07184
Ahrr	3.73013
Aifm3	5.19613
Aipl1	5.13413
Akr1b7	4.15382
Akr1c12$Akr1c12	4.25423
Akr1c13$Akr1c12	4.65288
Akr1c20	2.81402
Akr1c21	4.49658
Akr1c6	3.96524
Akr1d1	3.26828
Alas2	3.75808
Alb	4.01006
Alcam	5.56546
Aldh1a1	3.24971
Aldh1a2	5.41741
Aldh1b1	5.64507
Aldh1l1	5.76643
Aldh1l2	5.81417
Aldh3a1	5.49151
Alk	4.374
Alox12	4.13233
Alox12b	4.04519
Alox12e	5.04916
Alox15	4.70082
Alox8	3.48068
Alpi	5.22569
Alx1	2.68702
Alx4	4.74885
Ambn	2.75583
Ambp	3.83792
Amigo2	3.92887
Ampd1	3.33518
Amy1	2.64852
Ang	4.02735
Angpt1	4.1642
Angpt2	4.55464
Angpt4	4.69922
Angptl1	4.30536
Angptl3	3.11348
Angptl4	2.43448
Ank1	5.3388
Ank2	3.92051
Ankrd13d	5.37072
Ankrd22	4.10737
Ankrd33	4.24268
Ankrd34	5.04064
Ankrd36	5.25016
Ankrd42	2.9489
Ankrd43	2.17661
Ankrd5	3.37245
Ankrd55	3.22541
Ankrd56	5.2131
Ankrd7	3.10886
Anks3	4.83849
Anks4b	4.59989
Ankzf1$Ankzf1	5.01117
Anxa13	2.76567
Aox1	4.3289
Aox3	3.57791
Aox4	3.80145
Ap3b2	5.43865
Apba1	5.29538
Apba2	5.07838
Apbh	3.31443
Apc2	4.89208
Apoa1	3.35713
Apoa4	4.18384
Apoa5	5.32255
Apob	4.54322
Apoc2	3.80224
Apoc3	3.39351
Apoh	4.27006
Apon	5.26544
Aqp11	5.03937
Aqp4	3.53774
Aqp6	4.60664
Aqp7	3.9402
Aqp8	5.28247
Aqp9	4.46027
Ar	4.41104
Arg1	3.89377
Arhgap15	3.14906
Arhgap19	5.1157
Arhgap24	4.70822
Arhgap25	4.31229
Arhgef15	4.61979
Arhgef6	5.28817
Arhgef9	3.32175
Arl10	4.67833
Armc1$Armc1	4.78559
Armc2	4.37506
Armc4	2.96219
Armc7	5.58997
Armcx6	5.57672
Arnt2	5.31326
Arpm1	4.20804
Arpp21	3.02436
Arr3	4.78635
Arrdc5	3.74869
Arsg	3.12079
Arsj	3.59825
Art2b	3.04932
Art3	2.95667
Arts1	4.1185
Asah2	4.12588
Asah3	4.26204
Asb10	4.75272
Asb11	4.04415
Asb12	3.01174
Asb13	5.02653
Asb15	2.88458
Asb17	2.64962
Asb2	4.58758
Asb4	3.52767
Asb5	3.29296
Asb9	4.28804
Ascl3	4.856
Asgr1	3.41238
Aspa	5.40412
Asphd1	5.58558
Astn2	3.26443
Atad4	4.52837
Atg10	4.75605
Atg9b	4.59595
Atp10a	3.74082
Atp1b4	2.55829
Atp2a1	5.42852
Atp2b3	4.84086
Atp2b4	4.4508
Atp6v0a4	3.7068
Atp6v0d2	2.90934
Atp6v1c2	4.2354
Atp6v1e2	4.80249
Atp6v1g2	4.66805
Atp8a1	5.34917
Atp8a2	4.82344
Atp8b1	2.70109
Atxn7	4.93656
Atxn7l1	4.73925
Avp	4.79587
Avpr1b	4.15707
Aym1	5.84354
Azgp1	5.22366
B230209C24Rik	4.14299
B230218L05Rik	2.82972
B230325K18Rik	4.12359
B3galt1	3.48033
B3galt2	2.10357
B3gat1	4.24953
B3gat2	2.42074
B3gnt3	5.11525
B3gnt4	4.38734
B3gnt6	4.10143
B3gnt8	3.65648
B430211C08Rik	2.98703
B4galnt2	4.89431
B630019K06Rik	3.53127
BB220380	3.15482
BC002199	5.31203
BC006779	5.05603
BC013481	5.35684
BC013672	3.32888
BC014805	4.29981
BC015286	2.7805
BC016201	5.13763
BC016495	4.51837
BC016548	3.14489
BC016579	2.70463
BC018465	4.78742
BC020535	3.92057
BC021608	4.80792
BC021785	3.7778
BC023179	4.37701
BC024997	5.13114
BC025816	4.76509
BC026682	5.52786
BC026782	3.03175
BC027072	4.50978
BC029169	4.89312
BC030500	3.91996
BC031353	5.46662
BC031901	3.52777
BC036313	5.47225
BC037703	5.28925
BC038167	3.76856
BC038479	4.68915
BC039632	3.64173
BC040758	3.49329
BC043301	4.54587
BC048507	4.20512
BC048546	3.89428
BC048562	3.7018
BC048599	2.89841
BC048679	4.5028
BC049762	4.69878
BC050078	4.65999
BC050777	3.17505
BC050789	3.21791
BC051142	4.60499
BC052055	4.079
BC053393	4.10451
BC054059	4.32221
BC055107	3.63406
BC057022	5.28448
BC060267	3.5
BC060632	4.86313
BC061039	3.36007
BC089597	3.50533
BC094916	3.31494
BC100530	3.4667
BC107230	3.39367
Baalc	5.15564
Baat	5.17039
Bace2	3.50152
Bach2	5.07405
Bai2	5.49951
Bai3	2.95274
Bank1	3.11057
Barhl1	4.10831
Barhl2	2.8526
Barx1	5.29517
Batf2	5.44398
Bbox1	4.36873
Bbs1	5.17978
Bbs12	4.93962
Bbs7	5.42735
Bcl11b	4.90638
Bcl2a1a	2.80346
Bcl9l	5.42201
Bcorl1	4.94637
Bex6	5.38725
Bfsp2	5.20184
Bhlhb4	4.10862
Bhlhb8	5.20451
Bhmt2	3.41147
Bik	4.76681
Birc1f	4.7358
Blk	4.6053
Bmf	4.7055
Bmp15	3.53036
Bmp5	3.3468
Bmpr1b	4.21212
Bnc1	3.0179
Bnipl	4.46159
Boc	4.77069
Boll	4.95091
Bpil1	4.80348
Brs3	4.75456
Brsk2	3.60502
Brunol6	3.02779
Bspry	5.47587
Bst1	3.66449
Btc	3.68407
Btg4	3.85669
Btk	4.66149
Btla	3.80831
Btn1a1	2.83926
Btnl9	2.81032
Bud31$Bud31	4.70003
Butr1	3.71749
Bzrpl1	4.49322
C030003D03Rik	4.99109
C030014K22Rik	4.51644
C030014M07Rik	5.32403
C030030A07Rik	2.47329
C030039L03Rik	5.82894
C030046E11Rik	4.91676
C130021I20Rik	4.98796
C130038G02Rik	5.8041
C130050O18Rik	3.7645
C130071C03Rik	2.76278
C130079G13Rik	2.35368
C1ql2	4.56122
C1qtnf2	3.87591
C1qtnf7	2.74698
C2	4.63325
C230004F18Rik	3.51174
C230013L11Rik	4.96239
C230086A09Rik	2.67556
C230094A16Rik	3.43285
C3	4.15277
C330005M16Rik	5.06701
C330043M08Rik	4.47627
C3ar1	3.6125
C430048L16Rik	4.97082
C4bp	3.92679
C630004H02Rik	5.54838
C630028N24Rik	5.73507
C630035N08Rik	4.75473
C730034F03Rik	4.94186
C730048C13Rik$C730048C13Rik	2.96777
C76566	4.50948
C86695	4.33973
C87436	4.81187
C87499	3.843
C8g	5.55071
C9	3.35834
C920005C14Rik	3.52462
Cables1	4.74703
Cabp1	5.68498
Cabp2	5.35127
Cabp4	4.44992
Cabp5	4.22608
Cabp7	3.16493
Cabyr	3.61198
Cachd1	5.44781
Cacna1b	4.89193
Cacna1c	3.89373
Cacna1d	4.98897
Cacna1g	5.25906
Cacna1h	4.03915
Cacna2d3	3.42401
Cacnb1	4.95125
Cacnb2	3.85597
Cacng2	5.80546
Cacng3	3.76076
Cacng5	4.33209
Cacng8	4.97704
Cadm3	5.6268
Cadps2	4.54706
Cage1	2.70856
Calb1	2.80118
Calcb	3.65753
Calcr	3.14887
Calml3	3.43685
Caln1	3.56834
Calr3	3.68943
Camk1g	5.22337
Camp	4.18511
Capn3$Capn3	5.70468
Capn9	4.2312
Caps2	4.57884
Capza3	2.8116
Car10	3.40394
Car13	5.73766
Car5a	4.94078
Car5b	4.59612
Car6	4.66794
Car7	4.92108
Car8$Car8	3.47076
Car9	5.20875
Card14	5.40119
Carf	3.19735
Carkl	3.93888
Cartpt	3.25557
Caskin1	4.74341
Casp1	2.85081
Casp12	4.77347
Casp14	3.8357
Casp4	3.62283
Casq1	5.54276
Casr	4.79193
Casz1$Casz1	5.3531
Catsper1	4.1607
Catsper2	5.19876
Catsper3	3.54062
Cav3	3.95766
Cbln3	3.71127
Cbr2	4.56446
Cbx1$Cbx1	5.31243
Ccbe1	4.42817
Ccbp2	4.69092
Ccdc103	4.56086
Ccdc108	3.52484
Ccdc110	3.09627
Ccdc113	3.38384
Ccdc125	4.14473
Ccdc130	5.62305
Ccdc25	3.58363
Ccdc28a$Ccdc28a	5.10513
Ccdc28b	4.28666
Ccdc33	5.5611
Ccdc39	2.76449
Ccdc40	5.75291
Ccdc46	2.96671
Ccdc60	5.0209
Ccdc64b	4.38876
Ccdc67	3.74573
Ccdc69	5.3894
Ccdc7	2.52319
Ccdc70	3.3002
Ccdc73	3.0607
Ccdc79	3.45026
Ccdc83	3.66928
Ccdc88b	5.00576
Ccdc93	5.00357
Cckbr	5.47974
Ccl1	4.66381
Ccl11	3.21344
Ccl12	2.8085
Ccl24	5.43874
Ccl25	5.45841
Ccl28	4.63241
Ccl3	4.46652
Ccl5	4.68419
Ccl6	3.41132
Ccl8	4.15295
Ccnb3	2.62126
Ccnj	5.20961
Ccnjl	4.73749
Ccr1	3.27265
Ccr1l1	3.47854
Ccr4	4.35288
Ccr5	2.70432
Ccr6	4.83254
Ccr7	3.74876
Ccr8	3.42544
Ccr9	3.24977
Ccrl1	5.48028
Ccrl2	4.87357
Cct6b	4.77566
Cd160	4.61468
Cd163	2.44975
Cd164l2	4.37934
Cd177	2.9321
Cd180	3.90836
Cd1d2	4.31033
Cd2	3.87106
Cd200r3	2.512
Cd200r4	2.21222
Cd209a	3.99776
Cd209d	4.45058
Cd209e	2.98216
Cd22	5.15324
Cd247	3.36094
Cd27	2.97393
Cd274	4.35189
Cd28	2.95925
Cd300a	3.30094
Cd300lb	3.41108
Cd300lf	5.04021
Cd36	2.5299
Cd3d	4.52362
Cd40	5.21659
Cd40lg	4.84922
Cd48	2.86808
Cd5	3.98533
Cd53	3.61234
Cd5l	4.14788
Cd7	5.37545
Cd79b	4.99379
Cd84	3.3344
Cd86	3.84672
Cd96	4.47921
Cdan1	5.72197
Cdc14a$Cdc14a	4.6877
Cdcp1	5.10073
Cdh13	4.98036
Cdh16	4.71403
Cdh17	3.80803
Cdh18	2.49555
Cdh23	4.83252
Cdh5	3.57396
Cdh6	4.89826
Cdh8	2.74607
Cdk5r1	4.93896
Cdk5r2	3.72992
Cdkl1	3.90768
Cdkl3	3.577
Cdkl4	3.38858
Cdrt4	4.42228
Cdx1	4.47243
Cdx4	2.80644
Ceacam12	2.51698
Ceacam13	2.23287
Ceacam14	2.05335
Ceacam18	4.99055
Cecr5	5.69526
Cel	4.898
Celsr2	5.7468
Cend1	4.55213
Cenpo	5.5157
Centb1	5.75242
Centg1	4.42016
Cep250	5.63885
Cer1	3.82139
Ces1	3.04048
Ces2	4.38324
Ces5	3.09619
Ces6	3.59243
Ces7	3.98205
Cetn1	2.94798
Cfb	4.74573
Cfc1	4.71299
Cfhr1	2.27069
Cfi	4.37427
Cftr	2.12862
Cga	4.60648
Chad	5.25597
Chat	4.07944
Chchd8	5.23724
Chd5	5.38669
Chga	5.43016
Chgb	3.25764
Chi3l1	4.77787
Chi3l4$Chi3l3	3.4546
Chl1	2.8652
Chml	4.23801
Chmp4c	5.65812
Chodl	3.3747
Chrdl2	4.60961
Chrm3	3.30243
Chrm4	3.5172
Chrna1	4.25786
Chrna2	3.72147
Chrna3	3.66386
Chrna4	4.38759
Chrna6	4.60823
Chrna7	5.59609
Chrnb2	4.5309
Chrnb4	4.23379
Chrne	5.25681
Chrng	4.21151
Chst1	5.8254
Chst10	5.25184
Chst2	4.41016
Chst3	5.25927
Chst4	3.0253
Chst5	5.61498
Chx10	4.61849
Ciita	3.9931
Cilp	3.1617
Cited4	4.91437
Ckm	5.5196
Clca2$Clca1	2.29987
Clca3	2.80052
Clca6$AI747448	3.84502
Clcn1	5.03273
Cldn1	3.37283
Cldn13	4.70414
Cldn15	4.04686
Cldn16	4.4817
Cldn18	4.06815
Cldn19	3.90467
Clec14a	3.07672
Clec1a	3.31089
Clec2h	2.5648
Clec4a3	2.55521
Clec4b1$Clec4a2	2.29545
Clec4e	2.8283
Clec4n	2.75383
Clec5a	3.11205
Clec7a	3.79965
Clic3	4.21389
Clic5	3.23756
Clip2	5.27156
Clmn	5.3747
Clnk	3.38082
Clrn1	4.99245
Clrn3	4.57992
Cma1	4.04041
Cml1	4.93064
Cml2	4.63046
Cmtm1	3.81746
Cmtm2b	4.15979
Cmtm8	5.20881
Cnbp2	2.81283
Cndp1	2.8236
Cnga4	3.33781
Cngb3	2.67973
Cnih2	5.5205
Cnih3	3.54664
Cnksr2	3.44483
Cnnm1	4.83494
Cnr1	4.88675
Cntn1	4.27467
Cntnap1	3.52362
Cobll1	4.7852
Col11a1	4.77555
Col11a2	4.42325
Col13a1	5.31482
Col14a1	3.66698
Col15a1	4.72638
Col17a1	3.7666
Col24a1	2.18876
Col4a3	3.67569
Col4a4	3.42891
Col5a3	5.26942
Col7a1	5.76728
Col8a2	3.77691
Col9a1	4.79432
Col9a2	5.7916
Col9a3	5.41754
Colec10	2.51937
Colec11	4.20474
Colq	4.2506
Coq10a	5.61815
Corin	2.67201
Coro1a	5.4562
Coro6	4.09087
Cox4i2	5.02653
Cox8b	4.98936
Cp	4.09947
Cpa2	4.56334
Cpa3	3.77631
Cpa4	3.76031
Cpa5	2.86977
Cpb2	3.83858
Cpeb1	5.14631
Cpeb2	5.54378
Cpeb3	5.3297
Cplx2	5.70046
Cplx4	3.60031
Cpn2	3.29327
Cpne4	2.92555
Cpne9	4.66168
Cps1	3.77248
Cpt1b	4.78362
Cpxm2	4.14002
Cpz	4.40619
Creb5	3.20948
Creg2	3.13841
Crem	5.14876
Crh	2.39987
Crhbp	3.1291
Crhr1	5.31137
Crhr2	4.3422
Crisp1	4.13206
Crisp2	2.41071
Crisp3	2.0908
Crisp4	2.48994
Crispld1	3.71742
Crtam	3.72545
Crtc1	5.84119
Crx	4.38702
Crxos1	4.87831
Cryba2	5.25705
Crybb2	5.2382
Crygb	2.97951
Crygd	3.39995
Crygn	3.69534
Crym	4.54141
Csf2rb2$Csf2rb	3.10885
Csf3	4.58156
Csl	4.16341
Csmd1	3.31017
Csmd3	4.07606
Csn1s1	4.28428
Csn1s2a	2.8398
Csn3	3.66724
Cspg5	5.77975
Csprs$Csprs	4.00171
Cst10	2.76101
Cst11	3.07903
Cst13	3.73321
Cst7	4.32736
Cst8	3.01155
Cst9	3.80527
Csta	2.40404
Ctla2a	4.2975
Ctla4	3.06603
Ctnna2	3.16633
Ctnna3	3.89888
Ctnnd2	4.35618
Ctrb1	5.46787
Ctrc	4.13591
Cts3	2.70918
Cts6	2.46023
Cts7	2.42307
Cts8	2.69407
Ctsg	4.23598
Ctsj	2.43831
Ctsm	2.62105
Ctso	4.14258
