Gene	Expr0	Expr1	Expr2
Rad23b	9.81186	9.19586	9.88168
Rad23a	8.58743	7.93718	8.69187
Rad21	10.6605	9.68731	10.2756
Rad17	9.83953	8.93154	8.75324
Rad1	8.73853	7.42061	8.68974
Racgap1	9.12514	8.39726	9.19476
Rac3	7.30273	6.98538	9.98584
Rac1	10.2592	11.2666	11.2962
Rabggtb	11.0865	10.433	10.5675
Rabggta	8.52952	7.3321	8.61195
Rabac1	10.1853	10.7625	10.5914
Rab9	10.7086	9.88134	9.55282
Rab8b	7.87577	9.55118	10.47
Rab8a	7.97092	8.50484	8.24488
Rab7	10.4098	11.0651	10.8085
Rab6	10.19	10.4946	10.198
Rab5c	9.49554	9.55546	10.056
Rab5a	10.5788	10.6433	10.0919
Rab4b	8.73438	9.01826	8.75997
Rab40c	8.3889	8.27713	8.5732
Rab3gap1	8.15382	8.43362	8.20829
Rab35	8.99194	8.79479	9.3256
Rab34	8.30883	10.6478	8.82349
Rab31	7.43623	8.98104	8.52998
Rab28	8.19618	8.80729	8.93188
Rab24	8.6451	9.15701	9.00189
Rab21	8.58102	9.8602	9.31871
Rab2	9.68266	11.1324	10.4554
Rab1b	8.94787	9.58416	9.34485
Rab18	9.71013	10.7488	9.94545
Rab14	8.34825	8.49279	8.7102
Rab11b	8.01387	8.54493	8.39631
Rab11a	9.82211	10.5107	10.4758
Rab10	9.60334	10.352	9.8984
Rab1	11.1661	11.5422	10.993
RP23-24J10.5	13.4727	13.2963	13.4983
R3hdm2	8.0421	7.80104	8.69676
R3hdm1	8.56954	8.37188	8.6132
Qtrt1	9.17598	8.23667	8.82081
Qrich1	10.0654	9.78428	9.98477
Qk$LOC100046895	10.2896	10.0694	9.92751
Qars	10.1833	9.84058	10.4629
Pygo2	8.596	8.85592	8.77214
Pygb	8.08229	9.0324	8.42935
Pycr2	10.1773	9.19452	10.1646
Pycr1	9.60861	9.12967	8.91645
Pxmp3	7.71504	8.93584	8.9873
Pxdn	7.20551	10.7913	8.66376
Pwp1	9.78689	8.95233	9.91129
Pvrl3$LOC100047693	8.47442	8.88722	9.07962
Pus1	8.98439	8.55312	9.96662
Purb	8.31864	8.28691	8.72416
Pum2	9.24832	9.02085	9.46657
Pum1	9.40811	8.18704	8.69663
Puf60	10.0063	9.4838	10.0691
Pttg1	10.5334	8.83307	9.68677
Ptrh2	8.95645	9.05548	9.25019
Ptrh1	7.26493	9.58152	8.11886
Ptrf	6.92874	9.51321	9.69458
Ptprv	7.21043	8.24828	9.85273
Ptprf	9.38783	8.14518	9.47665
Ptpn9	7.24655	9.43645	9.0992
Ptpn2	9.59301	8.59169	8.44102
Ptpn12	9.33532	10.2143	9.83893
Ptpn11	8.34271	9.37433	8.95377
Ptpn1	8.1793	8.56955	8.26648
Ptpmt1	9.47148	9.2676	10.448
Ptplb	10.0233	8.55431	8.83018
Ptplad1	9.26349	10.1015	9.77101
Ptpla	8.56139	10.703	9.46689
Ptp4a3	7.9508	7.58382	10.1705
Ptp4a2	10.9357	10.8959	10.7841
Ptp4a1$EG667723	9.6303	9.72547	10.0798
Ptov1	8.6046	8.34158	8.44836
Ptms	9.62314	10.8023	10.4325
Ptk7	7.93132	9.3861	9.29568
Ptgs2	8.44996	11.2093	6.37334
Ptgfrn	8.26728	8.5612	10.4714
Ptges3	12.3736	11.8578	12.4739
Pten	9.37848	9.72514	9.30769
Ptdss2	8.6396	8.0228	8.28676
Ptcd3	9.53054	8.46716	9.06783
Ptcd2	8.76663	8.10727	8.6442
Ptbp1	10.8566	10.4286	10.859
Pstk	8.99994	8.08469	8.15388
Psrc1	10.0353	9.02681	10.1815
Psph	9.79876	9.70583	9.01378
Pspc1	9.25716	7.89661	9.25725
Psme4	9.51469	8.58809	8.58796
Psme3	9.20795	8.59532	9.38798
Psme2	9.53743	10.04	10.246
Psme1	9.51518	9.22061	10.1559
Psmd8	11.4541	12.0508	11.4423
Psmd7	9.5745	9.24648	9.60181
Psmd6	11.1585	10.8294	11.0263
Psmd5	9.95408	9.64741	9.2032
Psmd4	10.8589	10.3333	10.7493
Psmd3	10.2593	9.64352	10.3873
Psmd2$EG432448	10.6551	10.5935	10.7608
Psmd14	11.9386	11.5434	11.9111
Psmd13	8.89535	8.81052	8.80673
Psmd12	11.2776	10.5538	10.7036
Psmd11$LOC627316	9.85588	9.26693	9.39363
Psmd10	8.97717	8.56332	8.21827
Psmd1	10.5679	9.79463	10.1508
Psmc6	10.7803	10.4516	10.3751
Psmc5	11.1008	10.7703	10.8569
Psmc4	11.2516	10.4175	11.0028
Psmc3	11.1972	11.1351	11.1461
Psmc2	11.5048	11.3474	11.8628
Psmc1$LOC240657	10.8685	10.1567	10.6732
Psmb7	12.2735	12.0783	12.1477
Psmb5	11.5517	11.4141	11.5462
Psmb4	12.2038	11.7877	12.135
Psmb3	11.4646	10.8448	11.1956
Psmb2	11.4663	11.2019	11.2264
Psmb1	10.9296	10.6409	10.9946
Psma7	10.8726	10.5927	11.0414
Psma6	11.3862	10.6918	11.3641
Psma5$EG666974	11.133	10.7227	11.0479
Psma4	12.2836	11.5976	11.7461
Psma3$LOC100038973	11.9171	11.5428	11.7461
Psma2	12.3871	11.9735	12.3173
Psma1	10.4442	9.65689	10.2546
Psip1	9.47821	8.1801	8.87353
Psenen	9.71827	10.3161	10.4744
Psen1	8.19521	8.92445	9.57157
Pscd3	7.01016	9.10685	9.17475
Pscd2	9.29751	9.04356	9.07672
Psat1	11.4039	11.5204	10.5075
Psap	9.97147	11.8168	10.6255
Prx	7.30751	6.01337	10.2439
Prr14	8.41692	8.42128	8.45737
Prr13	9.93176	10.3481	12.4285
Prpsap2	9.4872	8.12514	8.52134
Prps2	9.48454	8.45964	9.24573
Prps1$AU021838	11.7856	9.23921	10.7934
Prpf8	11.3774	10.4423	11.1884
Prpf6	8.83346	8.25195	8.62959
Prpf40a	8.88559	7.70381	8.30506
Prpf38b	8.62484	8.3763	8.57526
Prpf38a	9.07748	7.88859	8.28139
Prpf31	8.83529	8.11803	8.52551
Prpf3	9.26549	7.8874	8.24913
Prpf19	10.436	9.78363	10.4706
Prosc	8.16015	8.58535	8.4225
Prnpip1	7.95711	8.67228	8.23107
Prnp	8.62764	11.5916	10.587
Prmt7	8.90472	7.72871	8.64643
Prmt3	8.58093	7.889	8.36461
Prmt2	7.90513	9.15579	8.57797
Prmt1	11.8811	11.3853	11.9955
Prkrir	8.89819	9.91935	9.26579
Prkcsh	9.39578	9.98972	9.66234
Prkci	8.15525	8.50112	9.23453
Prkcdbp	6.00619	9.80493	9.3136
Prkar2a	8.52616	9.08469	9.47899
Prkar1a	9.42917	11.0897	9.99925
Prkag1	8.52802	9.26414	9.06174
Prkaca	8.15792	8.44167	8.23269
Prim1	10.4322	8.48533	9.5736
Prep	7.60745	8.81873	8.97625
Preb	8.09392	8.24835	8.70727
Prdx6	10.6879	10.6957	10.4339
Prdx5	9.48513	10.6893	9.91869
Prdx4	10.2588	10.1258	8.97765
Prdx3	9.45824	9.83447	10.3421
Prdx2	10.7546	11.0206	11.0751
Prdx1	13.1298	12.6144	12.8746
Prdm5	8.50907	8.17341	8.81428
Prdm4	8.90395	8.64334	8.89095
Prc1	9.74495	9.06861	8.62723
Praf2	9.26287	9.82385	10.31
Pqlc3	7.60264	8.07823	9.31996
Pqbp1$LOC631302	9.26067	8.49603	8.69498
Ppt2	8.44034	9.51267	9.45731
Pprc1	10.2397	8.95932	9.54282
Ppp6c	8.93073	9.18589	9.14088
Ppp5c	8.78055	8.53358	9.46686
Ppp4r1	9.54863	9.5608	9.71958
Ppp4c	10.3527	9.84959	10.2957
Ppp3r1	8.62088	9.20855	8.73979
Ppp3cb	8.58702	9.08607	8.55228
Ppp3ca	8.00157	9.00082	8.30793
Ppp2r5e	8.55397	8.27449	9.45032
Ppp2r5d	8.83382	8.86575	9.08
Ppp2r5c	10.117	9.51832	9.94269
Ppp2r4	8.76735	8.80069	9.28676
Ppp2r3c	8.36311	7.94226	8.78044
Ppp2r2d	9.40469	8.23813	8.88421
Ppp2r2a	9.75533	9.2178	9.6083
Ppp2r1b	9.13719	8.8568	8.54752
Ppp2r1a	10.7705	10.7267	11.1457
Ppp2ca	11.0686	10.9895	10.9359
Ppp1r8	10.1192	9.28179	9.89887
Ppp1r7	9.02313	8.48566	9.01628
Ppp1r2	9.09522	8.99767	9.22601
Ppp1r15b	9.44578	9.04404	9.08599
Ppp1r14b	10.1282	10.2133	10.7374
Ppp1r12a	9.447	9.44617	8.58815
Ppp1r11	9.04452	9.17238	10.2675
Ppp1ca	11.8844	11.9883	12.2747
Ppme1	8.65	9.71995	8.71492
Ppm1m	9.04302	8.94798	8.17811
Ppm1g	10.7578	10.3067	11.1661
Ppm1a	8.9054	8.7324	8.75627
Ppil4	9.15711	8.1399	8.49272
Ppil3	8.23891	8.55056	8.21833
Ppil2	8.84835	8.68721	8.95404
Ppil1	9.57169	8.12166	8.80703
Ppig	9.69673	8.46745	8.80505
Ppif	9.16362	8.09716	8.16627
Ppie	8.95739	7.84862	8.62462
Ppic	9.05061	11.0887	10.0319
Ppib	11.7925	12.5383	11.8267
Ppia	13.6595	13.6978	13.5608
Ppap2c	7.80065	8.89487	8.99563
Ppap2a	8.57301	10.5043	8.40847
Ppan	9.7449	8.41154	9.35002
Ppa1	11.2689	10.6308	10.839
Pou5f1	12.6133	3.41772	12.743
Postn	5.72484	12.7722	5.25654
Porcn	9.96692	6.05757	9.15384
Por	8.299	8.83228	8.36826
Pop7	8.13403	8.01786	8.93089
Pop4	8.79931	8.20044	8.32863
Pomp	11.267	11.2557	11.658
Pomgnt1	8.17467	9.01051	8.87096
Pom121	10.0264	9.73264	10.344
Polr3k	8.16553	8.47549	8.12565
Polr3e	8.47265	7.84693	8.3383
Polr2k	10.3119	9.78075	9.90001
Polr2j	9.63531	8.84311	9.38602
Polr2i	10.9582	9.77818	10.4996
Polr2h	10.2679	8.99559	9.90683
Polr2g	10.6772	10.3771	10.6363
Polr2f	9.98111	9.1415	9.91161
Polr2d	9.83939	9.28826	9.55926
Polr2c	10.4686	9.81325	10.1355
Polr2b	11.3537	10.1008	11.003
Polr2a	8.97517	7.32476	8.97112
Pole4	9.13436	8.38074	7.45932
Pole3	8.56839	8.91406	9.06697
Pole2	9.21758	7.3978	8.04406
Pole	9.25406	7.17319	8.80242
Poldip3	9.41694	8.81213	9.57131
Poldip2	9.51598	8.97378	10.7833
Pold4	7.08679	8.60492	8.82976
Pold2	10.3334	8.94298	10.8506
Pold1	8.85959	7.15517	8.41522
Pola1	9.49989	6.88848	8.35362
Pnrc2	8.30664	8.19872	8.35121
Pnrc1	8.73721	8.94532	9.50499
Pnpo	8.14239	7.33371	9.11344
Pnpla8	8.40472	8.46056	8.29519
Pno1	10.9851	10.4259	10.1721
Pnn	9.4707	8.92794	9.04341
Pnkd	9.04154	8.43224	8.71143
Pmpcb	10.066	10.0967	10.6264
Pmpca	9.65556	9.31006	9.88068
Pmp22	6.48859	10.3324	8.98929
Pmm1	10.3286	9.22214	11.3295
Pmf1	8.69659	7.66598	8.19269
Pmaip1	9.72578	9.89198	8.86335
Plscr3	7.35446	9.42761	8.79432
Pls3	8.80451	10.8526	9.04784
Plrg1	10.5379	9.58647	9.81574
Plp2$LOC623453	11.6956	11.6328	12.7074
Plod3	8.43149	10.4826	9.8969
Plod2	9.28275	10.0108	9.24635
Plk2	8.58266	10.84	9.56881
Plk1	9.65071	8.06404	8.45896
Plekhj1	8.18152	8.1858	8.47868
Plekhg2	7.25143	9.63296	8.47634
Plekhf1	8.60488	8.98337	7.25756
Plekhc1	9.83205	10.7302	8.87061
Plekhb2	7.38931	9.55765	9.46079
Plekha3	8.20371	8.75483	8.76752
Plec1$LOC100046469	7.1187	8.79968	9.33576
Pldn	8.70755	8.87687	8.95734
Pld3	8.79038	9.53931	8.75084
Plcg1	8.0809	7.93348	8.68159
Plaur	7.42942	9.28186	9.00168
Plaa	9.2843	8.70378	8.85
Pkp4	9.40008	7.44579	9.85456
Pkn2	8.66796	7.94775	8.47469
Pkmyt1	8.41168	8.18729	8.33367
Pkm2	12.8361	12.3491	12.8864
Pkd2	8.17777	10.1746	7.753
Pja2	7.79329	9.52941	8.63385
Pitrm1	9.91202	10.0081	9.88057
Pitpnb	9.56935	9.57217	9.80381
Pitpna	8.96054	9.8941	10.1089
Pir	9.26714	6.39746	9.33216
Pip5k1a	8.09551	8.98716	8.37504
Pin1	10.3086	9.97913	10.182
Pim3	10.2533	7.43095	9.96026
Pik3cd	8.54083	7.12706	8.82746
Pik3c2a	7.71567	8.81583	8.33472
Pigx	9.2046	9.03779	8.57417
Pigs	8.35887	9.08308	8.97506
Pigp	8.86625	8.97448	8.90673
Pigf	9.15413	8.36293	8.80463
Piga	8.55247	7.14275	8.70333
Picalm	10.2115	11.67	10.9459
Pib5pa	8.87503	9.08433	8.8206
Pias4	8.46759	8.15426	8.23336
Pias2	9.93785	8.24604	7.87863
Pi4ka	9.12378	9.04582	8.81199
Phr1	8.10764	8.02681	8.83965
Phpt1	9.48673	9.58992	9.59974
Phldb2	7.81258	11.5636	6.30667
Phlda3	9.53916	10.8645	10.7861
Phlda1	8.45446	9.37072	9.62746
Phkb	8.37637	8.12569	8.65394
Phf5a	10.8338	10.0593	10.4853
Phf23	10.2537	10.0184	9.7853
Phf17	10.2185	8.31232	7.60606
Phf10	10.0505	10.0901	9.93793
Phc2	8.33228	9.96393	9.30904
Phc1	11.7324	7.7867	11.0412
Phb2	10.531	9.99546	10.8035
Phb	10.516	9.76712	10.415
Pgrmc1	11.5403	11.9404	10.9051
Pgm3	9.00922	8.56006	8.01755
Pgm2	8.30727	8.45314	8.26608
Pgm1	8.64986	8.65947	9.084
Pgls	10.2394	10.4066	10.7188
Pgd	9.71962	10.2674	10.6978
Pgam5	9.96841	9.43677	10.6065
Pgam1	11.9077	11.5589	11.5734
Pfn2	8.95321	9.78261	10.4308
Pfn1	12.5925	13.0732	12.9487
Pfkp	9.63819	7.9596	9.46671
Pfkm	8.08704	8.10086	9.27899
Pfkl	9.53507	9.49523	9.50839
Pfdn5	9.00458	9.10363	9.27157
Pfdn4	10.4666	9.83829	10.4789
Pfdn2	10.6331	9.99125	10.9818
Pfdn1	10.6463	10.0492	10.4265
Pex7	9.10411	8.07492	9.85887
Pex14	8.54243	8.47598	8.62634
Pex13	9.28158	8.64263	8.72999
Pes1	9.90742	8.85989	9.49343
Perp	8.99252	7.12659	11.8553
Pepd	9.1029	8.97772	8.56404
Peo1	8.68923	8.04005	9.06915
Penk1	8.97585	8.27166	9.04622
Peg3	8.23911	7.9256	9.25045
Pef1	8.73219	9.10727	9.51654
Peci	8.60265	9.22733	9.88955
Pebp1$4933413G19Rik	11.9794	11.7213	12.2957
Pdzd11	8.98745	8.89951	8.75072
Pdrg1	7.56445	9.53846	8.48562
Pdpk1	8.9385	8.9888	9.32518
Pdlim7	8.85712	10.5514	8.77147
Pdk3	9.70308	9.41918	8.47009
Pdk1	9.2001	7.64245	8.99173
Pdia6	10.2714	11.3261	10.4024
Pdia5	8.30342	10.7583	8.35567
Pdia4	9.3017	10.1853	9.50844
Pdia3	10.7721	12.2571	11.2478
Pdhx	8.93947	8.02806	8.96326
Pdha1	11.238	10.88	10.8526
Pdgfc	8.95974	10.8153	6.98504
Pdgfa	8.8319	8.67236	9.15049
Pde6d	8.43815	8.53933	8.26808
Pdcl3	10.1398	10.9177	9.98583
Pdcl	9.34371	8.8826	8.73608
Pdcd6	10.239	10.5103	10.556
Pdcd5	11.344	11.446	11.5373
Pdcd4	9.24856	8.33644	9.76625
Pdcd2l	9.15003	7.77716	8.03322
Pdcd2	9.72262	8.51365	9.31461
Pdcd11	9.33083	8.26101	8.92675
Pdcd10	10.2252	9.92017	10.0459
Pdap1	10.7459	10.7001	11.0146
Pcyt2	8.08281	8.03694	8.70191
Pcyox1	7.6307	9.18885	7.97954
Pctk1	8.84959	8.66561	8.43674
Pcolce	10.1967	12.2482	12.1838
Pcnxl3	8.24447	8.49221	8.76162
Pcnp	10.3843	10.3164	10.4412
Pcna	12.9301	11.711	12.568
Pcmt1	8.89028	9.14102	9.14143
Pck2	8.45457	9.77373	8.92606
Pcid2	8.55381	7.68009	8.29795
Pcgf6	9.60636	7.48122	8.66268
Pcgf3	8.21033	9.14221	8.81855
Pcca	8.23529	8.08963	8.36417
Pcbp4	8.37487	8.73076	9.23999
Pcbp2	11.9477	11.2613	11.6911
Pcbp1	12.3873	11.925	12.5664
Pcbd2	8.14657	8.71687	9.43398
Pbrm1	9.40063	9.6039	9.56659
Pawr	9.44069	8.83441	8.25216
Parva	6.77418	10.683	9.43396
Parp2	10.1302	8.68233	9.34372
Parp12	7.88991	7.41649	10.832
Parp1	10.7093	8.21668	10.1098
Parn	8.36233	7.80192	8.41349
Parl	10.5387	10.0627	10.6094
Park7	11.6132	10.5865	11.6235
Parg	9.50978	8.52205	8.87157
Papss1	7.98449	9.83345	9.02549
Papola	9.46101	8.80326	8.89796
Papd4	9.07	9.2122	8.7734
Papd1	9.33382	8.76724	9.16063
E2f6	8.12835	8.25232	8.5385
E2f5	8.62783	8.42161	7.88377
E130309D02Rik	8.00794	8.00416	9.34939
E030018N11Rik	7.8426	10.6624	9.38087
Dyrk3	9.309	6.81796	9.09946
Dynlt3	9.07611	10.9261	9.72549
Dynlt1	12.4357	11.915	12.2695
Dynll2	9.71464	9.78506	8.60672
Dynll1	12.8575	12.7113	12.8687
Dync2li1	8.15384	8.10519	9.04866
Dync1li2	7.94072	9.63234	8.86642
Dync1li1	9.0913	9.25205	9.17507
Dync1i2	9.95179	10.7106	10.1404
Dync1h1	9.53346	9.71256	10.3009
Dvl1	8.53964	9.23379	9.82452
Dut	10.0685	9.22051	10.2091
Dusp6	9.46739	9.16685	9.06319
Dusp5	7.51961	8.7556	8.61316
Dusp14	7.05958	8.91298	10.9882
Dusp11	8.65302	9.01569	9.25545
Dusp1	10.3005	10.8783	8.7332
Dus3l	8.57998	8.3977	8.25271
Dus1l	9.39333	8.22247	9.53161
Dullard	8.55428	9.30669	9.29112
Dtymk	10.8097	9.09272	10.2463
Dtx3	8.09312	8.29463	8.58721
Dtwd1	8.57506	7.71229	8.54125
Dtd1	8.83323	8.44745	9.73103
Dstn	11.8082	12.6164	11.3537
Dscr3	8.18776	9.10746	8.48254
Dscr2	10.8532	9.47951	10.1498
Drg2	9.42058	9.20259	9.49084
Drg1	10.6647	9.72141	10.1542
Drctnnb1a	7.76537	8.71236	9.57293
Drap1	9.31121	9.79743	10.0464
Dr1	8.39285	8.04494	8.77998
Dpysl3	8.40041	11.2042	8.80984
Dpysl2	7.92185	10.1365	9.35929
Dpy19l1	8.94961	9.03851	9.15954
Dppa5	13.9019	5.45289	9.65356
Dpp9	8.37138	8.30792	8.34307
Dpp3	8.74408	8.48202	8.58259
Dpm2	8.65505	9.22619	9.00072
Dpm1	8.95409	8.83026	9.03824
Dph5	8.5118	7.77101	8.27468
Dpf2	9.09492	8.64606	8.75129
Dpagt1	7.64259	8.5683	8.77929
Donson	8.94567	7.93325	7.94626
Dok1	7.18671	9.67665	8.61064
Dohh	8.82964	8.24265	8.87422
Dock7	7.69241	8.90649	8.50684
Dock11	8.15086	8.3039	8.77784
Dnttip2	10.0565	8.67646	9.6409
Dnttip1	8.65585	8.86762	9.08056
Dnpep	9.26136	9.70651	9.53418
Dnmt1	10.1304	8.5763	10.0475
Dnm1l	9.94829	9.7758	9.79262
Dnajc9	9.71233	9.20333	9.57169
Dnajc8	12.0073	11.5407	11.64
Dnajc7	10.6813	9.78166	10.2383
Dnajc5	8.59201	8.93039	8.6208
Dnajc3a	8.06501	9.13265	8.12701
Dnajc19	9.18207	8.01926	8.12579
Dnajc17$Dnajc17	8.98324	8.26979	8.68744
Dnajc15	9.76169	8.87337	9.25203
Dnajc14	7.86221	8.52547	8.41512
Dnajc10	8.7714	9.89212	8.90635
Dnajb9	9.04431	9.76721	7.69548
Dnajb6$Dnajb6	10.3121	9.51357	9.89689
Dnajb11	9.58155	10.2925	9.6216
Dnajb1	9.50644	9.76412	9.58601
Dnaja3	8.36968	7.77315	8.56159
Dnaja2	9.14532	8.98328	8.94479
Dnaja1	11.3725	11.0321	11.1785
Dmtf1	9.37145	8.72422	8.79936
Dlst	8.58711	8.98935	9.22892
Dlgap4	7.92793	8.58881	8.25612
Dlg1	8.68323	9.39965	8.42115
Dld	8.45349	8.58511	8.54685
Dlat	8.78903	8.78832	9.00474
Dkc1	11.6822	9.34716	10.9116
Dis3	10.4473	9.44083	9.66999
Dip2a	7.20024	9.02058	8.86359
Dimt1	8.91318	7.94951	8.29356
Diap1	9.22448	8.00357	9.28923
Diablo	8.58291	7.68831	8.27812
Dhx9	8.91923	7.44952	8.37608
Dhx8	9.00921	8.02996	8.33473
Dhx40	8.99912	8.35704	9.22385
Dhx36	9.51692	8.75432	8.90678
Dhx32	8.68932	7.66275	9.68263
Dhx30	9.27635	8.21347	8.92417
Dhx16	11.5364	8.22003	8.94693
Dhx15	11.7278	11.4027	11.8151
Dhrs7b	8.87819	8.70856	9.27183
Dhrs4	7.8243	8.47247	8.99361
Dhrs1	7.94196	9.08155	8.89994
Dhps	8.57673	8.23953	8.63384
Dhcr7	8.60502	8.0337	8.22399
Dgkz	8.42524	8.11146	8.69305
Dgka	7.66561	7.15108	9.90592
Derl2	8.27483	9.31988	8.56935
Derl1	7.77509	9.48543	7.85107
Dera	8.3038	8.18202	8.15384
Denr	10.1426	10.3656	10.1026
Dennd4c	8.42454	8.1278	8.86332
Dek	12.1826	10.8995	11.8292
Degs1	10.0093	11.3979	10.5202
Def6	8.10301	7.51085	9.75772
Deb1	8.47624	8.6754	8.35234
Deadc1	9.19588	8.52682	9.8866
Ddx6	8.9562	7.19035	8.45183
Ddx56	9.20851	8.17972	9.11648
Ddx54	9.28001	8.37264	9.52886
Ddx52	8.68145	8.01562	8.41663
Ddx50	8.68975	8.8375	8.65449
Ddx5	11.1492	10.7494	11.0716
Ddx49	8.6465	7.76454	8.15532
Ddx46	8.77209	8.05535	8.06965
Ddx42	8.81753	8.20169	8.38576
Ddx3x	11.199	10.6456	10.5819
Ddx39	11.1398	10.5199	10.8845
Ddx24	8.94402	8.59012	8.83595
Ddx21	9.97887	8.61626	10.1359
Ddx20	9.52524	7.76107	8.56835
Ddx19a$Ddx19a	9.57013	9.06295	9.78213
Ddx18	10.138	8.95206	9.76593
Ddx17	10.4522	10.3381	10.2609
Ddx1	11.26	10.929	11.0978
Ddt	9.92498	9.08772	9.54159
Ddost	10.3347	10.6709	10.5822
Ddit4	10.5416	9.94184	10.5005
Ddb1	11.4212	11.4919	11.6371
Ddah2	9.36705	9.32738	8.52359
Ddah1	8.3164	10.3713	9.66945
Dcxr	9.28638	9.13646	10.9331
Dcun1d5	8.75824	8.79706	8.83242
Dctn6	9.10214	9.91307	9.60562
Dctn5	8.78032	9.28024	8.79182
Dctn3	10.2458	10.3054	10.5471
Dctn2	10.2806	10.8206	11.2288
Dctn1	8.12116	8.55164	8.701
Dctd	8.49473	7.35514	9.11367
Dck	8.82757	8.25264	9.30344
Dci	9.01705	8.4475	9.36094
Dcbld2	8.14309	9.58273	7.08331
Dcakd	8.62345	7.64641	8.30876
Dbr1	9.5653	8.04514	8.50387
Dbnl	8.88387	8.84796	9.48982
Dbi	10.127	10.8127	10.5157
Dbf4	10.3554	8.67723	9.60052
Dazap2	9.91491	10.9478	11.2993
Dazap1	10.4189	9.56467	10.1865
Daxx	9.66748	8.42995	8.46772
Dars	10.9602	10.0569	10.7996
Dap3	10.988	10.2255	10.5168
Dap	8.46407	11.2895	9.55344
Dag1	9.67634	9.75469	9.32208
Dad1	10.6161	11.5021	10.6892
D930014E17Rik	8.88632	8.35926	8.74693
D6Wsu176e	8.97782	10.126	8.9341
D6Wsu116e	8.95729	8.63991	8.71537
D4Wsu53e	9.32253	9.50233	8.97532
D4Wsu132e	8.93217	8.67823	8.5285
D4Ertd22e	8.69496	8.97692	9.04077
D430028G21Rik	8.05207	7.55089	8.92612
D3Ucla1	9.91772	11.5268	10.2489
D1Bwg0212e	9.20117	8.3958	8.69032
D19Ertd737e	8.21738	8.45055	8.31825
D19Ertd721e	11.32	9.95976	10.99
D17Wsu104e	7.89325	9.0676	8.55012
D15Wsu75e	8.1962	8.6848	8.57485
D15Mgi27	8.92444	9.43718	9.04544
D15Ertd621e	9.27207	10.1115	10.0978
D14Ertd500e	9.74297	8.24552	9.05738
D13Wsu177e	8.2642	8.36987	9.60272
D12Ertd551e	7.9115	9.92619	8.45889
D11Wsu99e$D11Wsu99e	8.82497	9.00162	8.65013
D11Ertd497e	8.77131	7.78927	9.00813
D11Bwg0434e	8.43948	9.01048	8.75055
D10Wsu52e	9.76406	9.25301	9.88773
D10Jhu81e	9.05206	8.70332	9.39477
D10Ertd641e	7.88969	8.98295	8.76758
D10Ertd322e$D10Ertd322e	10.2758	9.10885	10.0469
D10Bwg1364e	9.20317	9.26163	9.42212
D0HXS9928E	9.65113	9.13386	8.34281
D030074E01Rik	9.77795	9.38813	9.40462
D030056L22Rik	9.54692	8.04899	8.54742
Cyr61	7.87199	11.72	7.51825
Cyp20a1	7.89558	9.55295	8.98649
Cyfip1$Cyfip1	9.97565	10.4088	10.5997
Cycs	11.3954	11.1398	11.4246
Cyc1	11.6949	10.9842	11.4474
Cyba	8.09934	10.4011	10.6712
Cyb5r4	9.77763	9.18223	9.07937
Cyb5r3	9.48473	10.2364	10.1161
Cyb5r1	10.2026	10.9422	10.9184
Cyb5b	9.4919	9.69008	9.56523
Cyb5	10.3838	10.8145	10.3647
Cxxc5	9.06918	8.80785	8.16836
Cxx1b	8.35042	9.89198	9.02215
Cwf19l2$Cwf19l2	9.06744	7.77162	8.51411
Cwc15	10.2033	9.97469	9.98837
Cul7	9.12892	9.08511	10.071
Cul4b	11.4333	9.14712	9.34643
Cul4a	7.86869	8.41963	8.53844
Cul3	9.18889	8.8292	8.77515
Cul2	9.63531	9.00778	9.14817
Cul1	9.46486	9.41835	9.17706
Cugbp1	10.2544	9.73124	9.95148
Cuedc2	8.28154	8.49344	8.40759
Cttn	10.3304	11.5482	11.0337
Ctsz	10.3873	11.7105	11.581
Ctsl	11.0936	12.2755	10.9413
Ctsd	10.383	11.7574	11.3804
Ctsc	8.86367	11.1675	10.8584
Ctsb	9.34456	11.5032	9.68631
Ctsa	8.43509	10.0826	9.46808
Ctps	10.4311	10.7899	10.6388
Ctnnd1	7.76999	9.01504	8.07819
Ctnnbl1	9.90835	8.71893	9.32528
Ctnnb1	11.6849	11.8916	11.6886
Ctnna1	10.803	10.6342	10.3493
Cth	10.9249	9.47091	11.8667
Ctgf	10.8822	13.5967	10.5178
Ctdsp2	8.64267	8.87948	8.50665
Ctdsp1	7.99412	8.9999	9.0559
Ctdp1	8.55124	8.34181	8.10881
Ctcf	10.0523	8.34099	9.26415
Ctbp2	11.2451	9.55228	10.5487
Ctbp1	9.77074	10.7422	11.0497
Cstf2t	10.0683	9.85527	10.2911
Cstf2	9.5147	8.14162	9.09096
Cstb	11.0669	11.7921	10.9157
Cst3	10.3012	11.512	10.9331
Csrp2bp	8.34955	8.18117	8.19679
Csrp2	11.5634	10.1725	10.7299
Csrp1	8.4069	11.7672	10.2362
Csnk2b	10.7494	11.2947	11.307
Csnk2a2	8.31353	8.04434	8.47008
Csnk2a1$Csnk2a1	9.66972	8.42278	9.15195
Csnk1g3	8.28728	8.90927	8.78083
Csnk1g2	9.17396	9.19492	9.50809
Csnk1e	8.56049	8.75586	8.96714
Csnk1d	9.50228	9.67154	9.63236
Csnk1a1	10.7359	10.6834	10.5124
Cse1l	11.0503	10.1975	10.5237
Csde1	11.4514	11.4306	11.3301
