Gene	Expr0
2810410M20Rik	11.7641
2900010J23Rik	11.4084
2900064A13Rik	9.12692
2900073G15Rik	11.1498
3110003A17Rik	9.49342
3230401D17Rik	9.58071
3300001G02Rik	9.48944
4833439L19Rik	9.32301
4921524J17Rik	9.52667
5-Mar	10.3506
5730410I19Rik	9.84151
5730449L18Rik	9.48348
5730494N06Rik	10.4646
5830417C01Rik	9.05844
5830434P21Rik	9.29185
6330407G11Rik	9.54902
6330577E15Rik	11.198
6720456B07Rik	10.3121
8430410A17Rik	10.167
8430410K20Rik	9.2393
9-Sep	9.46198
9130221H12Rik	11.3251
9430010O03Rik	10.0403
A730098P11Rik	11.8636
A830080D01Rik	10.0036
AI597468	9.17008
AU018091	9.96701
AV320801	9.55825
AW209491	9.12547
Aamp	10.4971
Aard	10.744
Aars	11.0889
Aarsd1	9.55716
Abcc4	9.75291
Abce1	9.79959
Abcg2	9.87867
Abhd11	9.28939
Abt1	9.31648
Acadm	10.7441
Acat2	9.12843
Acin1	9.43667
Aco2	10.8305
Acot7	9.62719
Acot9$Acot10	11.0242
Acp1	10.0544
Actb	13.243
Actl6a	9.94569
Actn1	10.1523
Actr10	10.0001
Actr3	10.9778
Adnp	10.9512
Adprh	9.82615
Adrm1$Adrm1	10.7785
Adss	11.227
Aes	9.77068
Agpat5	9.38093
Ahsa1	10.5477
Akr1a4	12.0895
Akr1b3	11.3123
Aldh9a1	10.0332
Amotl2	9.5679
Anapc11	10.2182
Anapc13	9.83707
Anapc5	10.8414
Ankrd13c	9.04433
Ankrd25	9.22946
Anln	10.1128
Anp32b	12.5196
Anp32e	10.1742
Anxa1	9.65798
Anxa2	9.94975
Anxa5	9.65214
Anxa7	9.08042
Aof2	10.5663
Ap2m1	10.5428
Ap2s1	9.90276
Ap3b1	9.5656
Ap3s1	10.3368
Apex1	11.0185
Api5	9.68842
Apoe	10.947
Appbp1	10.9524
Aprt	10.4828
Aqr	9.2182
Arbp	13.355
Arcn1	9.65072
Arf3	9.21311
Arf4	10.6672
Arf6	10.4468
Arid1a	10.5335
Arl3	9.53317
Arl6	9.51963
Arl6ip1	11.2023
Arl6ip5	9.75219
Arpc1b$Arpc1b	9.47645
Arpc2	11.1506
Arpc3	10.7807
Arpc5l	9.24162
Ars2	9.94354
Asah1	9.86116
Ascc3l1	10.5309
Asf1a	10.4477
Ash2l	10.4949
Asna1	11.1588
Asns	11.6497
Atad3a	9.44501
Atf1	10.5821
Atf4	10.6598
Atox1	9.21835
Atp11b	9.92947
Atp13a1	9.17553
Atp1b3	10.8754
Atp2a2	9.97911
Atp5a1	11.9863
Atp5b	13.0511
Atp5g2	11.3207
Atp5h	12.0025
Atp5j	11.9767
Atp5j2	11.1178
Atp5k	11.901
Atp5l	11.6037
Atp5o	11.8382
Atp6ap2	10.8945
Atp6v1b2	9.24348
Atp6v1c1	10.261
Atp6v1f	10.6882
Atp6v1g1$Atp6v1g1	10.2368
Atp6v1h	9.38418
Atpif1	10.4885
Aurka	10.0414
Aurkaip1	10.8541
Azin1	9.48951
B020018G12Rik	11.4583
B230118G17Rik	9.16123
B2m	9.42673
BC005537	9.45016
BC010304	9.70263
BC023882	9.4814
BC031181	9.90856
BC051227	9.06732
BQ559217	11.265
Banf1	11.4356
Bap1	9.37395
Bat1a	11.1871
Bat3	9.0686
Bax	11.0814
Bcap31	11.206
Bcat1	10.3375
Bccip	11.2348
Bckdhb	9.99899
Bclaf1	9.93958
Bex2	10.865
Bex4	11.2929
Birc5	11.0671
Bms1	9.67394
Bnip3	11.1914
Bola3	9.52887
Brd7	9.09382
Bre	9.33842
Bri3	9.2556
Brp44l	9.98978
Bsg	11.52
Btaf1	9.50245
Btbd1	9.29156
Btbd10	9.11132
Btf3l4	9.44186
Btg1	9.56446
Bxdc2	10.9996
Bysl	9.69593
Bzw1	10.9334
Bzw2$Bzw2	9.2667
C130032J12Rik	10.0081
C1d	9.36959
C1qbp	11.9114
C330023M02Rik	9.3884
C78339	9.88918
C80913	9.53704
Cacybp	12.4327
Calm2	12.433
Calm3	9.23642
Calu	9.65427
Canx	10.2272
Capns1	11.4382
Caprin1	11.3762
Capzb	10.6627
Car2	10.4671
Casc4	9.06014
Cat	9.41023
Cbx3$Cbx3	11.1091
Ccar1	9.61669
Ccdc104	9.33596
Ccdc5	10.8573
Ccdc58	9.95522
Ccdc90b	9.55021
Ccna2	10.9377
Ccnb1	10.8955
Ccnd1	9.97264
Ccnf	10.013
Ccng1	10.9179
Ccnh	9.83712
Ccni	10.1881
Cct2	12.1692
Cct3	11.2609
Cct6a	12.7148
Cct8	11.3885
Cd164	10.4045
Cd9	11.3905
Cdc20	11.6428
Cdc2a	11.4111
Cdc34	11.6172
Cdc5l	11.6946
Cdc6	9.55549
Cdca3	9.98512
Cdca4	9.71561
Cdca5	10.2735
Cdh1	10.2065
Cdk2ap1	10.4638
Cdk4	10.7079
Cdk7	9.58658
Cdk8	9.93409
Cdk9	9.8364
Cdt1	10.9312
Cetn2	9.4707
Cetn3	10.7617
Cfl1	11.6501
Chchd2	13.0533
Chmp2a	10.4505
Chmp4b	9.33142
Chordc1	9.47059
Chuk	9.07526
Ciao1	9.96795
Cirh1a	11.162
Cisd1	10.9731
Cited2	9.62055
Ckap2	10.0077
Ckb	10.5958
Cks2	12.2778
Clic1	9.21703
Clic4	10.2608
Clint1	9.66112
Clk1	10.4145
Clk2	9.09226
Clptm1	9.1598
Clptm1l	9.68737
Clta	11.2123
Cltc	10.7994
Cmas	10.0321
Cnbp	11.6338
Cndp2	10.0999
Cnih4	9.87845
Cnn2	9.55758
Cnn3	10.9724
Cobl	9.3424
Col18a1	10.2666
Commd4	9.09658
Copb1	9.59291
Copb2	10.4027
Cope	10.1534
Cops2	10.3118
Cops3	10.4211
Cops4	9.72916
Cops5	10.9961
Cops7a	9.70254
Cops8	9.23081
Copz1	10.3167
Coq7	9.55457
Cox18	9.58025
Cox4i1	12.5786
Cox5a	12.6992
Cox5b	10.0524
Cox6b1	12.0079
Cox6b2	10.1612
Cox6c	11.8491
Cox7a2	12.3133
Cox8a$Cox8a	10.7241
Cpe	9.57794
Cpsf1	10.0269
Cpsf3	9.84364
Cpsf3l	9.60458
Cpsf4	9.25874
Creld2	9.45252
Cript	9.60042
Crlf3	9.37642
Crlz1	10.5446
Crtap	9.69024
Csnk1a1	10.7359
Csnk2a1$Csnk2a1	9.66972
Csrp2	11.5634
Cstf2	9.5147
Ctbp1	9.77074
Ctbp2	11.2451
Ctcf	10.0523
Ctgf	10.8822
Cth	10.9249
Ctnnb1	11.6849
Ctnnbl1	9.90835
Ctps	10.4311
Ctsb	9.34456
Ctsl	11.0936
Ctsz	10.3873
Cugbp1	10.2544
Cul2	9.63531
Cul4b	11.4333
Cul7	9.12892
Cxxc5	9.06918
Cyb5b	9.4919
Cyb5r3	9.48473
Cyb5r4	9.77763
Cyc1	11.6949
Cycs	11.3954
Cyfip1$Cyfip1	9.97565
D0HXS9928E	9.65113
D10Bwg1364e	9.20317
D10Wsu52e	9.76406
D14Ertd668e	10.6608
D19Ertd721e	11.32
D1Bwg0212e	9.20117
D4Wsu53e	9.32253
Dad1	10.6161
Dag1	9.67634
Dap3	10.988
Dars	10.9602
Daxx	9.66748
Dazap2	9.91491
Dbf4	10.3554
Dbi	10.127
Dbr1	9.5653
Dctn2	10.2806
Dctn3	10.2458
Dctn6	9.10214
Ddb1	11.4213
Ddit4	10.5416
Ddost	10.3347
Ddx17	10.4522
Ddx19a$Ddx19a	9.57013
Ddx21	9.97886
Ddx5	11.1492
Ddx54	9.28001
Deadc1	9.19588
Degs1	10.0093
Dek	12.1826
Dhx15	11.7278
Dhx30	9.27635
Dis3	10.4473
Dkc1	11.6822
Dnaja1	11.3725
Dnaja2	9.14532
Dnajc15	9.76169
Dnajc7	10.6813
Dnm1l	9.94829
Dnmt1	10.1304
Dppa2	11.9144
Dppa4	10.2027
Drap1	9.31121
Drg2	9.42058
Dtymk	10.8097
Dusp1	10.3005
Dusp6	9.46739
Dusp9	9.50618
Dut	10.0685
Dync1h1	9.53346
Dync1i2	9.95179
Dync1li1	9.0913
Dynll1	12.8575
Dynll2	9.71464
Dynlt1	12.4357
E430025E21Rik	10.6174
EG432865	11.9532
EG433144	9.60358
EG433182	12.286
EG433297	11.7729
EG433923	12.348
EG434373	13.4319
EG434726	10.4907
EG435970	9.2177
EG544872	13.7967
EG545124	9.68718
EG546265	9.99681
EG619900	13.5442
EG621205	10.1367
EG623365	12.0708
EG625298	12.3111
EG627798	13.1707
EG629732	13.4612
EG664869	13.5292
EG665189	12.8036
EG665407	13.1627
EG665903	11.161
EG665937	9.14256
EG666113	10.5243
EG666577	12.344
EG666642	13.2042
EG668144	13.7047
EG668559	11.4716
EG668830	10.5646
Eapp	9.31954
Ebna1bp2	10.2356
Ebp	9.85621
Ech1	9.85929
Echs1	9.87169
Ect2	9.94095
Edf1	9.85181
Eed	11.2432
Eef1a1	13.9998
Eef1b2	13.2508
Eef1d	11.256
Eef1e1	11.4668
Eef2	12.8318
Eftud2	10.4254
Egr1	9.66383
Ehd1	9.20602
Ehmt1	9.51694
Ei24	10.1176
Eid2	9.98069
Eif1	12.2668
Eif1ay	10.6262
Eif2b2	9.81564
Eif2b4	9.7561
Eif2b5	9.71084
Eif2c1	9.217
Eif2s1	11.4843
Eif2s3x	11.2978
Eif3b	10.8876
Eif3d	11.3975
Eif3eip	10.9748
Eif3f	12.4132
Eif3h	11.0028
Eif3i	11.9637
Eif3j	10.8731
Eif3k	11.75
Eif3s6$Eif3e	11.9001
Eif4a3	11.8399
Eif4b	11.1029
Eif4e2	10.1853
Eif4ebp1	11.1906
Eif4enif1	9.34738
Eif4g1	10.6396
Eif4g2	10.8783
Elovl6	9.99811
Elp3	9.65771
Emb	9.58989
Emd	10.5098
Emg1	11.6209
Emp1	9.29397
Enah	11.151
Ep300	9.45493
Epc2	9.28215
Epha2	9.32857
Eprs	10.1922
Esf1	9.59347
Espl1	9.83872
Etf1	10.2701
Etfa	10.5856
Etfb	10.1447
Etv5	10.2389
Exosc5	9.86452
Exosc6	9.08486
Exosc8	10.1616
Exosc9	9.46864
F2rl1	9.9703
Fabp5	9.78341
Faf1	10.7042
Faim	9.47234
Farsb	9.5624
Fasn	9.64866
Fat1	10.3899
Fau	13.0305
Fbxl10$Fbxl10	10.0901
Fbxo15	11.7977
Fbxo22$Fbxo22	9.44511
Fbxo38	9.29728
Fbxo5	10.2084
Fbxo6	9.31611
Fcf1	11.3706
Fem1b	10.2715
Fen1	9.8971
Fh1	11.0234
Fig4	9.88111
Fignl1	9.46546
Fis1	9.4871
Fiz1	9.86189
Fkbp1a	11.293
Fkbp3	11.7948
Fkbp4	10.0285
Fkbp8	9.76149
Fmnl2	9.04991
Fnbp1l	10.1867
Frg1	10.3065
Fscn1	10.5446
Fstl1	9.87623
Ftl1$EG665937	12.2226
Ftsj1	9.46329
Fundc2	10.1603
Fus	10.7249
Fusip1	9.80608
Fxc1	9.11763
Fxr1h	10.6298
Fyttd1	9.1563
Fzr1	9.38271
G3bp1	10.6864
G6pd2	9.90901
Gabarapl2	10.977
Ganab	9.52303
Gars	11.4733
Gart	10.5092
Gclm	10.4897
Gcsh	11.462
Gdf3	9.83509
Gdi1	9.5757
Gemin7	9.31766
Gfer	9.72058
Ghitm	10.2193
Gins4	9.86429
Gja1	10.0566
Glg1	9.1308
Glo1	10.2727
Glrx5	10.4586
Glt25d1	9.11877
Gltscr2	9.04609
Glud1	11.124
Glul	10.065
Gmnn	10.9692
Gmps	10.271
Gnai2	10.3857
Gnai3	10.2486
Gnb2	10.3949
Gnb2l1	12.9166
Gng10	9.39619
Gng3	9.0402
Gnl2$Gnl2	9.39278
Gnpat	9.40678
Gnpnat1	9.66024
Golga5	9.16788
Golga7	10.8718
Golm1	9.8446
Gorasp2	9.48955
Gpbp1	11.0216
Gpd2	9.6607
Gpi1	11.6838
Gpsn2	10.6967
Grn	9.13352
Gspt1	9.60424
Gsr	9.28298
Gstp1	12.1249
Gtf2a2	9.95361
Gtf2e1	9.62048
Gtf2e2	10.8558
Gtf2f1	9.69698
Gtf2f2	9.74631
Gtf2h1	9.47063
Gtf2i$Gtf2i	9.09872
Gtf3a	9.98059
Gtl3	9.67944
Gtse1	9.63501
H2afj	9.22867
H2afz$H2afz	12.857
H3f3b	12.0333
Hadh	10.3782
Hars	10.2821
Hat1	11.8819
Hax1$Hax1	10.6908
Hbs1l	9.04292
Hcfc1	9.34677
Hcfc1r1	9.44659
Hdac1	10.9928
Hdac2	9.39917
Hdac6	10.5091
Heatr1	9.39498
Hells	10.444
Hexb	9.60772
Hif1a	9.58162
Higd1a	10.499
Hip2	10.2737
Hist1h2bc	10.0767
Hist1h2bp$Hist1h2bc	10.2324
Hk2	10.9638
Hmbs$EG623818	9.97027
Hmgb1$2810416G20Rik	11.8426
Hmgb2	11.7683
Hmgcs1	10.2149
Hmmr	9.68237
Hn1l	10.296
Hnrpa1$EG434858	11.0926
Hnrpa2b1	11.8236
Hnrpdl	11.2178
Hnrpf	11.7957
Hnrph1	11.6429
Hnrph2	10.7557
Hnrpl	10.3282
Hnrpm	10.6642
Hnrpr$Hnrpr	9.62642
Hnrpu	11.3118
Hnrpul1	10.4622
Hnrpul2	9.19343
Hook1	9.60207
Hpcal1	9.08177
Hprt1	11.9162
Hsbp1	10.1985
Hsd17b10	10.3117
Hsd17b12	10.4668
Hsd17b4	9.19598
Hsp110	10.4197
Hsp90aa1	13.0255
Hspa14	9.88328
Hspa4	11.0794
Hspa8$Hspa8	11.5762
Hspa9	10.96
Hspb1	12.3308
Hspd1	12.9317
Htatsf1	9.5464
Iars	10.6285
Id1	9.81078
Ide	9.6957
Idh2	10.3091
Idh3a	10.4177
Idh3b	9.59797
Idi1	9.31014
Ifitm1	11.2648
Ifitm2	11.8886
Ifrd1	10.4953
Ifrg15	9.46235
Igf2bp1	10.4117
Igf2bp2	9.20599
Ik	10.1967
Ikbkap	10.2122
Immp1l	9.25776
Immt	9.96191
Imp3	9.90527
Imp4	9.30883
Impa1	9.26583
Impact	9.24683
Impdh2	12.0109
Ints2	9.18126
Ipo4	9.34871
Isca1	9.17871
Iscu	10.4226
Itga6	10.0614
Itm2a	9.05203
Itm2b	10.0595
Jagn1	9.43356
Jarid2	11.0235
Jmjd1a	10.4378
Jtb	9.57388
Jtv1	10.1629
Jub	10.7138
Jund1	9.35302
Kars	11.2276
Kcmf1	10.1809
Kcnb1	9.64485
Kdelr1	9.77741
Kdelr2	10.0495
Kif20a	10.2125
Klf10	9.65097
Klf2	11.151
Klf4	11.15
Klf5	11.0332
Klhl9	9.21472
Kpna2	12.7043
Kpna4	9.82306
Kpnb1	10.356
Krr1	9.28444
Ktelc1	9.48788
L1td1	12.3423
LOC100038858	9.32766
LOC100038991	12.5613
LOC100039343	10.9303
LOC100039731	13.6944
LOC100040123	13.3548
LOC100040519	9.8752
LOC100040532	13.5649
LOC100040573	9.30438
LOC100041273	10.5065
LOC100041328	9.94413
LOC100041500	9.86166
LOC100041725	10.218
LOC100041948	13.6101
LOC100041965	12.1929
LOC100042008	13.5753
LOC100042343	10.0803
LOC100042986	13.8836
LOC100043064	11.4167
LOC100043527	13.6105
LOC100043572	12.6859
LOC100043787	13.2771
LOC100043869	11.9545
LOC100044048	10.3242
LOC100044177	10.3502
LOC100044400	10.2068
LOC100044468	9.61277
LOC100044471	9.43685
LOC100044953	10.5888
LOC100045189	11.6154
LOC100045306	10.0455
LOC100045448	9.35448
LOC100045858	10.1348
LOC100045866	10.7966
LOC100045887	10.1947
LOC100045999	9.69414
LOC100046166	9.44471
LOC100046168	10.2062
LOC100046344	11.406
LOC100046744	9.9523
LOC100046953	9.30379
LOC100047012	10.2281
LOC100047155	11.1967
LOC100047161	11.2624
LOC100047206	13.7731
LOC100047211	13.0117
LOC100047300	12.7971
LOC100047588	9.60383
LOC100047604	10.4948
LOC100047619	10.0874
LOC100047833	9.73025
LOC100047915	9.47091
LOC100048076	10.1805
LOC100048397	10.8753
LOC100048449	13.4165
LOC100048520	9.93627
LOC100048559	11.01
LOC100048562	9.45696
LOC100048726	10.2765
LOC100048803	11.8173
LOC100048812	10.019
LOC433458	10.1975
LOC627908	11.1155
LOC630951	9.27177
LOC636537	9.58951
LOC639633	10.2622
LOC639910	9.81097
LOC640441	10.6637
LOC665622	9.54179
LOC666646	10.8069
LOC671392	12.5949
LOC675857	11.9301
Lage3	10.333
Lamp1	11.4417
Lamp3	11.6105
Lancl1	9.0433
Lap3	11.668
Laptm4a	11.4423
Laptm4b	9.30996
Larp4	9.56192
Larp5	10.3138
Larp7	9.59502
Lars	10.8942
Lasp1	9.91482
Lbr	11.0113
Lcmt1	9.07419
Ldha	12.5144
Lgals3	10.316
Lgr4	9.67075
Lgtn	9.32706
Lig1	11.0226
Lin28	10.3561
Lmnb1	10.2136
Lox	9.2568
Lrpprc	9.4689
Lrrc59	10.6808
Lsm14a	9.58021
Lsm3	11.3325
Lsm4	10.4115
Lsm8	10.1291
Lsmd1	10.2017
Ltb4dh	9.88464
Ltbp4	9.18847
Ltv1	10.4579
Ly6a	9.22653
Lypla1	9.34739
Lypla2	9.1123
M6prbp1	9.05351
Mael	9.48951
Magoh	11.532
Maoa	9.28155
Map1lc3b	10.2968
Map2k1ip1	9.2362
Map2k2	9.24412
Mapbpip	9.08249
Mapk6	9.09457
Mapre1	9.69133
Marcks	9.04414
Mars	10.6818
Mat2a	10.8787
Mat2b	9.33831
Matr3	11.1101
Maz	9.08855
Mbtps2	9.54703
Mcfd2	9.40172
Mcl1$LOC632101	11.3505
Mcm2	10.9492
Mcm6	11.7176
Mcts1	11.1093
Mdh1	10.0307
Mdh2	12.08
Mdm2	9.3273
Mea1	9.26551
Med13l	9.37708
Med30	9.8682
Med4	9.62365
Mel13	9.77122
Melk	9.99918
Mesdc2	10.0526
Mest	10.335
Metap2	10.7797
Mettl9	10.2182
Mex3c	9.4712
Mfge8	9.91855
Mgp	10.914
Mid1ip1	9.78668
Mir16	9.32826
Mki67ip	9.80566
Mkrn1	11.6062
Morc2a	9.06613
Mpdu1	9.39258
Mphosph6	10.003
Mpnd	9.78214
Mpp1	9.13942
Mpp6	9.69682
Mreg	11.4197
Mrfap1	12.0939
Mrp63	9.82567
Mrpl11	9.48316
Mrpl12	11.034
Mrpl13	10.6288
Mrpl15	10.1088
Mrpl16	9.84069
Mrpl20	10.3945
Mrpl21	9.37057
Mrpl27	10.3893
Mrpl28	10.1346
Mrpl30$EG621542	11.0348
Mrpl32	10.1066
Mrpl35	9.68651
Mrpl40	10.671
Mrpl41	9.12114
Mrpl43	9.9473
Mrpl44	9.16136
Mrpl46	9.47813
Mrpl49	9.63034
Mrpl51	10.193
Mrpl52	10.2084
Mrps14	9.95196
Mrps16	11.0768
Mrps17	9.77847
Mrps18a	9.32786
Mrps18b	10.1621
Mrps2	9.4016
Mrps21	9.0698
Mrps22	9.98649
Mrps23	9.14074
Mrps26	9.81799
Mrps34	10.0945
Mrps35	9.77531
Mrps36	9.36127
Mrps7	9.77901
Mrto4	10.5388
Msh2	10.6941
Msh6	11.9726
Msn	10.1174
Mt2	12.5272
Mtap	9.75818
Mtf2	11.1155
Mthfd1	10.8029
Mthfd1l	9.80457
Mthfd2	9.90146
Mtif2	9.40027
Mtm1	12.5431
Mtvr2	10.0237
Mybbp1a	11.1646
Mycn	10.3725
Mylc2b$LOC100040496	10.0903
Myo10	9.31237
Naca	13.3049
Nadk	9.17953
Nap1l4	10.1924
Napa	9.10277
Nars	11.4532
Nat13	10.8328
Nbr1	9.99828
Nckap1	11.0457
Ncl	12.181
Ndfip2	9.20579
Ndn	9.07904
Ndufa1	12.3227
Ndufa10	10.2341
Ndufa3	10.386
Ndufa4	11.9424
Ndufa6	11.0104
Ndufa7	12.0459
Ndufa8	10.6535
Ndufb11$LOC623672	11.8521
Ndufb3	10.3602
Ndufb6	11.3965
Ndufb7	10.6476
Ndufb8	10.4617
Ndufb9	10.8465
Ndufc1	11.4715
Ndufc2$LOC675851	9.84167
Ndufs2	10.7638
Ndufs3	10.6386
Ndufs5	10.1268
Ndufs7	10.7189
Ndufs8	10.1713
Ndufv1	10.7229
Ndufv2	11.5049
Nedd8	11.2763
Nfatc2ip	10.0196
Nfkbia	9.56214
Nfu1	10.2646
Nfyc	9.18727
Ngfrap1	12.285
Nipsnap3a	9.61755
Nme2	13.2104
Nob1	9.82495
Nodal	9.7531
Nol1	9.88048
Nol11	9.47817
Nol5	11.6678
Nol5a	11.3982
Nol7	9.7054
Nola2	11.6081
Nolc1	10.1217
Npc2	10.1728
Npepps	9.17024
Nploc4	9.39066
Nras$LOC100046704	9.74727
Nrbf2	9.373
Nsfl1c	11.2293
Nsmce1	9.44049
Nsun2	11.4656
Nt5dc2	9.42422
Ntan1	9.72012
Nubp2	9.4985
Nubpl	9.73635
Nudc$LOC100041237	10.3398
Nudcd3	9.04682
Nudt1	9.73815
Nudt2	9.39599
Nudt5	9.60967
Nup153	9.78038
Nup160	9.61463
Nup50	9.5149
Nup54$LOC100042745	9.32931
Nup88	10.5007
Nupr1	9.83445
Nusap1	10.1249
Nxt1	9.87226
ORF61	9.36892
Oat	9.67682
Ogt	9.30984
Ola1	9.78072
Orc5l	10.2564
Orc6l	9.78617
Ormdl1	9.10045
Ormdl2	9.67189
Otud4	9.28701
Oxct1	9.22158
Oxsr1	9.421
Pa2g4	11.1164
Pabpn1	11.9923
Pafah1b3	9.27995
Paip2b	10.0003
Pak1ip1	10.3851
Papd1	9.33381
Parg	9.50979
Park7	11.6132
Parl	10.5387
Parp1	10.7093
Parp2	10.1302
Pbrm1	9.40063
Pcbp1	12.3873
Pcbp2	11.9477
Pcna	12.9301
Pcnp	10.3843
Pcolce	10.1967
Pdap1	10.7459
Pdcd2	9.72263
Pdcd4	9.24856
Pdcd5	11.344
Pdcd6	10.239
Pdcl	9.34371
Pdcl3	10.1398
Pdha1	11.238
Pdia3	10.7721
Pdia4	9.3017
Pebp1$4933413G19Rik	11.9794
Pepd	9.1029
Pes1	9.90742
Pex13	9.28158
Pfdn1	10.6463
Pfdn2	10.6331
Pfkl	9.53507
Pfkp	9.63819
Pgd	9.71963
Pgls	10.2394
Phb	10.516
Phb2	10.531
Phc1	11.7324
Phf10	10.0505
Phpt1	9.48673
Pi4ka	9.12378
Pias2	9.93786
Pigf	9.15413
Pigx	9.2046
Pitpnb	9.56935
Pitrm1	9.91202
Pkm2	12.8361
Pkp4	9.40008
Plekhc1	9.83205
Plod2	9.28275
Plp2$LOC623453	11.6956
Pmpcb	10.066
Pnkd	9.04153
Pno1	10.9851
Poldip2	9.51598
Poldip3	9.41694
Polr2c	10.4686
